File;Place;Id;Night_Date;Date_Time;Date;Year;Month;Week;Day;Time;Hour;Minute
BST-1_20180727_231755_012.wav;BST-1;Pipkuh/Pipnat;2018-07-27;2018-07-27 23:17;2018-07-27;2018;7;30;27;23:17;23;17
BST-1_20180727_234019_610.wav;BST-1;Pipkuh/Pipnat;2018-07-27;2018-07-27 23:40;2018-07-27;2018;7;30;27;23:40;23;40
BST-1_20180727_234508_404.wav;BST-1;Pipkuh/Pipnat;2018-07-27;2018-07-27 23:45;2018-07-27;2018;7;30;27;23:45;23;45
BST-1_20180728_222235_076.wav;BST-1;Pipkuh/Pipnat;2018-07-28;2018-07-28 22:22;2018-07-28;2018;7;30;28;22:22;22;22
BST-1_20180728_222739_487.wav;BST-1;Pipnat/Pippip;2018-07-28;2018-07-28 22:27;2018-07-28;2018;7;30;28;22:27;22;27
BST-1_20180728_230520_279.wav;BST-1;Pipkuh/Pipnat;2018-07-28;2018-07-28 23:05;2018-07-28;2018;7;30;28;23:05;23;5
BST-1_20180729_223130_347.wav;BST-1;ChiroSp;2018-07-29;2018-07-29 22:31;2018-07-29;2018;7;30;29;22:31;22;31
BST-1_20180731_040657_477.wav;BST-1;Sérotules;2018-07-30;2018-07-31 04:06;2018-07-31;2018;7;31;31;04:06;4;6
BST-1_20180710_225909_000.wav;BST-1;Nycnoc/Nyclei;2018-07-10;2018-07-10 22:59;2018-07-10;2018;7;28;10;22:59;22;59
BST-1_20180717_225846_697.wav;BST-1;Nycnoc/Nyclei;2018-07-17;2018-07-17 22:58;2018-07-17;2018;7;29;17;22:58;22;58
BST-1_20180728_223846_133.wav;BST-1;Nycnoc/Nyclei;2018-07-28;2018-07-28 22:38;2018-07-28;2018;7;30;28;22:38;22;38
BST-1_20180702_233935_443.wav;BST-1;ChiroSp;2018-07-02;2018-07-02 23:39;2018-07-02;2018;7;27;2;23:39;23;39
BST-1_20180703_010856_617.wav;BST-1;ChiroSp;2018-07-02;2018-07-03 01:08;2018-07-03;2018;7;27;3;01:08;1;8
BST-1_20180703_034026_299.wav;BST-1;ChiroSp;2018-07-02;2018-07-03 03:40;2018-07-03;2018;7;27;3;03:40;3;40
BST-1_20180703_040443_527.wav;BST-1;ChiroSp;2018-07-02;2018-07-03 04:04;2018-07-03;2018;7;27;3;04:04;4;4
BST-1_20180704_235033_296.wav;BST-1;ChiroSp;2018-07-04;2018-07-04 23:50;2018-07-04;2018;7;27;4;23:50;23;50
BST-1_20180704_235155_177.wav;BST-1;ChiroSp;2018-07-04;2018-07-04 23:51;2018-07-04;2018;7;27;4;23:51;23;51
BST-1_20180705_231521_758.wav;BST-1;ChiroSp;2018-07-05;2018-07-05 23:15;2018-07-05;2018;7;27;5;23:15;23;15
BST-1_20180705_231956_606.wav;BST-1;ChiroSp;2018-07-05;2018-07-05 23:19;2018-07-05;2018;7;27;5;23:19;23;19
BST-1_20180706_000604_092.wav;BST-1;ChiroSp;2018-07-05;2018-07-06 00:06;2018-07-06;2018;7;27;6;00:06;0;6
