"nom du fichier";"temps_debut";"temps_fin";"frequence_mediane";"tadarida_taxon";"tadarida_probabilite";"tadarida_taxon_autre";"observateur_taxon";"observateur_probabilite";"validateur_taxon";"validateur_probabilite"
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222155_000";"0.0";5.0;142.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222155_000";1.8;1.9;11.0;"Phogri";0.33;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222200_000";"0.0";5.0;118.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222205_000";"0.0";5.0;110.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222210_000";"0.0";5.0;119.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222215_000";"0.0";0.1;174.0;"noise";0.97;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222220_000";"0.0";5.0;129.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222225_000";"0.0";5.0;96.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222230_000";"0.0";5.0;132.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222235_000";"0.0";5.0;126.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222240_000";"0.0";5.0;136.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222245_000";"0.0";0.1;119.0;"noise";0.93;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222246_000";"0.0";5.0;119.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222251_000";"0.0";5.0;142.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222256_000";"0.0";5.0;127.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222301_000";"0.0";5.0;123.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222306_000";"0.0";5.0;109.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222311_000";"0.0";5.0;135.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222316_000";"0.0";0.1;142.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222321_000";"0.0";5.0;96.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222326_000";"0.0";5.0;126.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222331_000";"0.0";5.0;123.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222336_000";"0.0";5.0;150.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222341_000";"0.0";5.0;126.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222351_000";"0.0";5.0;132.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222356_000";"0.0";5.0;135.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222401_000";"0.0";5.0;130.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222406_000";0.2;4.9;164.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222411_000";"0.0";5.0;135.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222416_000";"0.0";0.1;110.0;"noise";0.97;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222421_000";"0.0";5.0;96.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222426_000";0.3;5.0;145.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222431_000";"0.0";5.0;101.0;"noise";0.97;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222436_000";"0.0";5.0;160.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222441_000";"0.0";5.0;96.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222451_000";"0.0";5.0;146.0;"noise";0.97;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222451_000";0.8;0.9;21.0;"Tyllil";0.47;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222456_000";"0.0";5.0;136.0;"noise";0.92;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222456_000";0.6;0.8;27.0;"Phogri";0.09;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222501_000";"0.0";5.0;134.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222506_000";"0.0";5.0;130.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222511_000";"0.0";5.0;129.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222516_000";"0.0";0.1;106.0;"noise";0.97;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222521_000";"0.0";5.0;96.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222526_000";"0.0";4.4;164.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222531_000";"0.0";5.0;148.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222536_000";"0.0";5.0;104.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222541_000";"0.0";4.9;136.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222546_000";"0.0";0.1;96.0;"noise";0.55;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222551_000";"0.0";5.0;112.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222556_000";"0.0";5.0;127.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222601_000";"0.0";5.0;111.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222606_000";"0.0";5.0;113.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222611_000";"0.0";5.0;129.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222616_000";"0.0";0.1;105.0;"noise";0.95;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222621_000";"0.0";5.0;127.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222626_000";"0.0";5.0;116.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222631_000";"0.0";5.0;147.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222631_000";1.9;3.6;43.0;"Pipkuh";0.49;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222636_000";"0.0";5.0;125.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222641_000";"0.0";5.0;120.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222646_000";"0.0";0.1;153.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222647_000";"0.0";4.9;137.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222652_000";"0.0";4.9;135.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222657_000";"0.0";5.0;139.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222702_000";"0.0";5.0;130.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222707_000";"0.0";5.0;96.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222712_000";"0.0";5.0;127.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222717_000";"0.0";0.1;93.0;"noise";0.79;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222722_000";"0.0";5.0;152.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222727_000";"0.0";5.0;114.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222732_000";"0.0";5.0;113.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222737_000";"0.0";5.0;122.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222742_000";"0.0";5.0;125.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222747_000";"0.0";0.1;164.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222752_000";0.1;3.3;61.0;"Confus";0.06;"Tetvir";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222752_000";"0.0";5.0;125.0;"noise";0.97;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222757_000";"0.0";5.0;121.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222802_000";"0.0";5.0;132.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222807_000";"0.0";5.0;128.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222812_000";"0.0";5.0;118.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222817_000";"0.0";0.1;145.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222822_000";"0.0";5.0;96.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222827_000";"0.0";5.0;135.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222832_000";"0.0";5.0;129.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222837_000";"0.0";5.0;154.0;"noise";0.97;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222837_000";2.3;2.4;18.0;"Phogri";0.18;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222842_000";"0.0";5.0;135.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222847_000";"0.0";0.1;101.0;"noise";0.95;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222852_000";"0.0";5.0;130.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222857_000";"0.0";5.0;125.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222902_000";"0.0";5.0;138.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222907_000";"0.0";5.0;124.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222912_000";"0.0";5.0;126.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222917_000";"0.0";0.1;143.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222922_000";"0.0";5.0;131.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222927_000";"0.0";5.0;130.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222932_000";"0.0";5.0;142.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222937_000";"0.0";5.0;154.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222942_000";"0.0";5.0;136.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222952_000";"0.0";5.0;143.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222952_000";3.1;3.2;19.0;"Phogri";0.11;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_222957_000";"0.0";5.0;116.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223002_000";"0.0";5.0;122.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223007_000";"0.0";5.0;129.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223012_000";"0.0";5.0;123.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223017_000";"0.0";0.1;114.0;"noise";0.97;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223022_000";"0.0";5.0;133.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223027_000";"0.0";5.0;124.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223032_000";"0.0";5.0;146.0;"noise";0.97;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223037_000";"0.0";5.0;126.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223042_000";"0.0";5.0;135.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223047_000";"0.0";0.1;121.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223052_000";"0.0";5.0;133.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223057_000";0.1;5.0;133.0;"noise";0.96;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223102_000";"0.0";5.0;133.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223107_000";"0.0";5.0;96.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223112_000";"0.0";5.0;130.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223117_000";"0.0";0.1;121.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223118_000";"0.0";5.0;98.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223118_000";3.1;3.2;11.0;"Tetvir";0.64;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223123_000";"0.0";5.0;111.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223128_000";"0.0";5.0;120.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223133_000";"0.0";5.0;126.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223138_000";"0.0";5.0;116.0;"noise";0.97;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223143_000";"0.0";5.0;122.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223148_000";"0.0";0.1;158.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223153_000";"0.0";5.0;120.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223158_000";"0.0";5.0;120.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223203_000";"0.0";5.0;132.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223208_000";"0.0";5.0;126.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223213_000";"0.0";5.0;120.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223218_000";"0.0";0.1;112.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223223_000";"0.0";5.0;128.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223223_000";2.8;2.9;18.0;"Phogri";0.04;"Tetvir";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223228_000";"0.0";5.0;124.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223233_000";"0.0";5.0;133.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223238_000";"0.0";5.0;126.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223243_000";"0.0";5.0;135.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223248_000";"0.0";0.1;144.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223253_000";"0.0";5.0;111.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223258_000";"0.0";5.0;118.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223303_000";"0.0";5.0;139.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223308_000";"0.0";5.0;136.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223313_000";"0.0";5.0;135.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223318_000";"0.0";0.1;96.0;"noise";0.41;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223323_000";"0.0";5.0;107.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223328_000";"0.0";5.0;136.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223333_000";"0.0";5.0;112.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223338_000";"0.0";5.0;118.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223343_000";"0.0";5.0;105.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223353_000";"0.0";5.0;128.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223358_000";"0.0";5.0;97.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223403_000";"0.0";5.0;120.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223408_000";"0.0";5.0;106.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223413_000";"0.0";5.0;102.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223418_000";"0.0";0.1;171.0;"noise";0.96;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223419_000";"0.0";5.0;120.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223424_000";"0.0";5.0;143.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223429_000";"0.0";5.0;140.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223434_000";"0.0";5.0;115.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223439_000";"0.0";5.0;126.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223444_000";"0.0";5.0;116.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223449_000";"0.0";0.1;130.0;"noise";0.95;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223454_000";"0.0";5.0;126.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223459_000";"0.0";5.0;130.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223504_000";"0.0";5.0;133.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223509_000";"0.0";5.0;127.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223514_000";"0.0";4.9;168.0;"noise";0.97;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223524_000";"0.0";5.0;122.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223529_000";"0.0";5.0;124.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223534_000";"0.0";5.0;132.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223539_000";"0.0";5.0;130.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223544_000";"0.0";5.0;124.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223549_000";"0.0";0.1;105.0;"noise";0.92;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223554_000";"0.0";5.0;106.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223559_000";"0.0";5.0;114.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223604_000";"0.0";5.0;116.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223609_000";"0.0";5.0;114.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223614_000";"0.0";5.0;122.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223619_000";"0.0";0.1;116.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223624_000";"0.0";5.0;123.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223629_000";"0.0";5.0;109.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223634_000";"0.0";5.0;108.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223639_000";"0.0";5.0;138.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223644_000";"0.0";5.0;158.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223649_000";"0.0";0.1;159.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223654_000";"0.0";5.0;108.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223659_000";"0.0";5.0;134.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223704_000";"0.0";5.0;133.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223709_000";"0.0";5.0;119.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223714_000";"0.0";5.0;131.0;"noise";0.97;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223719_000";"0.0";0.1;64.0;"noise";0.96;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223724_000";"0.0";4.9;143.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223729_000";"0.0";5.0;128.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223734_000";"0.0";5.0;125.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223739_000";0.1;4.9;145.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223739_000";2.4;2.8;51.0;"Phogri";0.11;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223744_000";"0.0";5.0;122.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223749_000";"0.0";0.1;101.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223754_000";1.3;3.9;65.0;"Confus";0.13;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223754_000";"0.0";5.0;92.0;"noise";0.96;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223759_000";"0.0";5.0;106.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223804_000";"0.0";5.0;107.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223809_000";"0.0";5.0;124.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223814_000";"0.0";5.0;100.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223819_000";"0.0";0.1;104.0;"noise";0.93;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223820_000";"0.0";5.0;126.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223825_000";"0.0";5.0;111.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223830_000";"0.0";5.0;136.0;"noise";0.94;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223835_000";"0.0";5.0;129.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223840_000";"0.0";5.0;135.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223845_000";"0.0";5.0;92.0;"noise";0.97;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223855_000";"0.0";5.0;105.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223900_000";"0.0";5.0;112.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_223905_000";"0.0";5.0;130.0;"noise";0.99;"";"";"";"";""
