"nom du fichier";"temps_debut";"temps_fin";"frequence_mediane";"tadarida_taxon";"tadarida_probabilite";"tadarida_taxon_autre";"observateur_taxon";"observateur_probabilite";"validateur_taxon";"validateur_probabilite"
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235045_000";"0.0";5.0;124.0;"noise";0.97;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235050_000";"0.0";0.1;135.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235055_000";"0.0";5.0;134.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235100_000";"0.0";5.0;131.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235105_000";1.2;1.3;36.0;"Yposp";0.03;"Tetvir, Phogri, Leppun";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235105_000";"0.0";5.0;159.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235110_000";"0.0";5.0;134.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235115_000";"0.0";5.0;135.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235120_000";"0.0";0.1;173.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235121_000";"0.0";5.0;134.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235126_000";"0.0";5.0;116.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235131_000";"0.0";5.0;132.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235136_000";"0.0";5.0;127.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235141_000";"0.0";5.0;122.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235146_000";"0.0";5.0;135.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235151_000";"0.0";0.1;128.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235156_000";"0.0";5.0;144.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235156_000";"0.0";0.1;22.0;"Nyclei";0.2;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235201_000";"0.0";5.0;129.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235206_000";"0.0";5.0;148.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235211_000";"0.0";5.0;136.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235216_000";"0.0";5.0;139.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235221_000";"0.0";0.1;132.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235226_000";"0.0";5.0;113.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235231_000";0.7;5.0;132.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235236_000";"0.0";5.0;126.0;"noise";0.96;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235236_000";4.1;4.6;22.0;"Plaint";0.04;"Phogri, Tetvir";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235241_000";"0.0";5.0;108.0;"noise";0.97;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235246_000";"0.0";5.0;131.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235251_000";"0.0";0.1;149.0;"noise";0.97;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235256_000";"0.0";5.0;129.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235256_000";0.4;1.9;20.0;"Phogri";0.14;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235301_000";"0.0";5.0;124.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235306_000";0.2;3.8;37.0;"Tetvir";0.03;"Phogri, Confus";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235306_000";"0.0";5.0;140.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235311_000";"0.0";5.0;141.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235316_000";"0.0";5.0;128.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235321_000";"0.0";0.1;106.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235326_000";"0.0";5.0;145.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235331_000";1.3;2.4;50.0;"Confus";0.03;"Tetvir, Phogri";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235331_000";"0.0";5.0;137.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235336_000";"0.0";5.0;156.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235336_000";0.2;0.3;78.0;"Phogri";0.08;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235341_000";"0.0";5.0;116.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235346_000";"0.0";5.0;121.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235346_000";1.4;1.5;22.0;"Tetvir";0.02;"Plaint, Phogri, Yposp, Yerray, Yerbey, Vesmur, Urosp, Tyllil, Thycor, Tetpyg, Tetarg, Testes, Tadten, Sepsep, Rusnit, Roeroe, Rhihip, Rhifer, Rhieur, Rhasp, Ratnor, Plemac, Pleaus, Pleaur, Plasab, Plafal, Plaalb, Plaaff, Pippyg, Pippip, Pipnat, Pipkuh, piaf, Phofem, Phanan, Phafal, Nycnoc, Nyclei, Nyclas, Myonat, Myomys, MyoGT, Myoema, Myodau, Myogla, Myocap, Myobec, Myoalc, Mussp, Minsch, Mimasp, Micagr, Metbra, mamm, Leppun, Lepbos, Lepalb, Lamsp., Isopyr, Inssp8, Inssp7, Inssp5, Insp12, Insp11, Insp10, Hypsav, gril, Eupsp, Eptser, Eptnil, Epheph, Decalb, Cyrscu, Cympud, criq, Confus, Tetarg, Barfis, Barbar, Antsp, amph";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235351_000";"0.0";0.1;96.0;"noise";0.68;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235356_000";"0.0";5.0;149.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235356_000";0.9;4.3;22.0;"Phogri";0.12;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235401_000";"0.0";5.0;119.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235406_000";"0.0";5.0;134.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235411_000";"0.0";5.0;153.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235411_000";2.8;3.1;18.0;"Tetvir";0.02;"Pippip, Phogri, Phanan, Isopyr, Yposp, Yerray, Yerbey, Vesmur, Urosp, Tyllil, Thycor, Tetpyg, Tetarg, Testes, Tadten, Sepsep, Rusnit, Roeroe, Rhihip, Rhifer, Rhieur, Rhasp, Ratnor, Plemac, Pleaus, Pleaur, Plasab, Plaint, Plafal, Plaalb, Plaaff, Pippyg, Pipnat, Pipkuh, piaf, Phofem, Phafal, Nycnoc, Nyclei, Nyclas, Myonat, Myomys, MyoGT, Myoema, Myodau, Myogla, Myocap, Myobec, Myoalc, Mussp, Minsch, Mimasp, Micagr, Metbra, mamm, Leppun, Lepbos, Lepalb, Lamsp., Inssp8, Inssp7, Inssp5, Insp12, Insp11, Insp10, Hypsav, gril, Eupsp, Eptser, Eptnil, Epheph, Decalb, Cyrscu, Cympud, criq, Confus, Tetarg, Barfis, Barbar, Antsp, amph";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235416_000";"0.0";5.0;129.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235421_000";"0.0";0.1;172.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235426_000";"0.0";5.0;119.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235431_000";"0.0";5.0;124.0;"noise";0.97;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235431_000";0.3;0.4;21.0;"Tetvir";0.02;"Phogri, Yposp, Yerray, Yerbey, Vesmur, Urosp, Tyllil, Thycor, Tetpyg, Tetarg, Testes, Tadten, Sepsep, Rusnit, Roeroe, Rhihip, Rhifer, Rhieur, Rhasp, Ratnor, Plemac, Pleaus, Pleaur, Plasab, Plaint, Plafal, Plaalb, Plaaff, Pippyg, Pippip, Pipnat, Pipkuh, piaf, Phofem, Phanan, Phafal, Nycnoc, Nyclei, Nyclas, Myonat, Myomys, MyoGT, Myoema, Myodau, Myogla, Myocap, Myobec, Myoalc, Mussp, Minsch, Mimasp, Micagr, Metbra, mamm, Leppun, Lepbos, Lepalb, Lamsp., Isopyr, Inssp8, Inssp7, Inssp5, Insp12, Insp11, Insp10, Hypsav, gril, Eupsp, Eptser, Eptnil, Epheph, Decalb, Cyrscu, Cympud, criq, Confus, Tetarg, Barfis, Barbar, Antsp, amph";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235436_000";"0.0";5.0;124.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235441_000";"0.0";5.0;144.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235446_000";"0.0";5.0;138.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235451_000";"0.0";0.1;145.0;"noise";0.96;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235456_000";"0.0";5.0;113.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235501_000";0.2;4.8;96.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235506_000";1.1;4.9;111.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235535_000";0.2;2.9;142.0;"noise";0.97;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235543_000";"0.0";2.1;84.0;"noise";0.94;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235543_000";0.7;1.6;46.0;"Pippip";0.82;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235547_000";"0.0";2.1;72.0;"noise";0.94;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235547_000";0.4;1.3;46.0;"Pipkuh";0.09;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235549_000";"0.0";3.0;105.0;"noise";0.92;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235549_000";0.4;2.7;46.0;"Pippip";0.81;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235557_000";0.3;1.2;133.0;"noise";0.96;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235606_000";"0.0";2.1;81.0;"noise";0.95;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235606_000";"0.0";1.7;45.0;"Pippip";0.67;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235623_000";"0.0";2.1;85.0;"noise";0.95;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235623_000";"0.0";1.1;46.0;"Pippip";0.51;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235629_000";"0.0";1.1;149.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235638_000";0.2;1.0;148.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235657_000";0.2;2.6;119.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235717_000";"0.0";3.4;128.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235738_000";"0.0";4.5;60.0;"noise";0.9;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235738_000";0.9;4.1;47.0;"Pippip";0.09;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235758_000";0.1;2.1;61.0;"noise";0.92;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235801_000";"0.0";2.1;118.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235828_000";"0.0";2.1;90.0;"noise";0.93;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235828_000";"0.0";1.1;45.0;"Pippip";0.94;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235830_000";"0.0";4.3;136.0;"noise";0.96;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235835_000";"0.0";2.1;22.0;"noise";0.88;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235835_000";0.1;1.9;46.0;"Pippip";0.54;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235835_000";0.6;1.3;11.0;"Tetvir";0.47;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235837_000";"0.0";3.5;25.0;"noise";0.92;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235837_000";0.1;2.5;46.0;"Pippip";0.89;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235840_000";"0.0";2.1;96.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235901_000";0.6;2.8;115.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235912_000";0.3;1.4;132.0;"noise";0.96;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235923_000";"0.0";2.7;96.0;"noise";0.95;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235945_000";"0.0";5.0;96.0;"noise";0.95;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235945_000";"0.0";4.8;48.0;"Pippip";0.57;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235950_000";0.1;0.2;46.0;"Yposp";0.03;"Inssp5, Tetvir, Phogri";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235950_000";"0.0";0.3;65.0;"noise";0.94;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250708_235953_000";0.5;4.7;96.0;"noise";0.97;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000003_000";0.2;1.9;129.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000055_000";0.4;2.0;109.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000101_000";"0.0";2.3;99.0;"noise";0.96;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000103_000";0.1;3.4;105.0;"noise";0.96;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000112_000";"0.0";2.0;105.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000134_000";0.2;4.3;106.0;"noise";0.97;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000143_000";"0.0";3.6;100.0;"noise";0.96;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000152_000";"0.0";2.1;96.0;"noise";0.95;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000238_000";"0.0";3.8;148.0;"noise";0.97;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000257_000";0.1;2.7;74.0;"noise";0.94;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000257_000";0.8;2.0;46.0;"Pippip";0.51;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000257_000";1.2;1.9;23.0;"Yposp";0.02;"Tetvir, Testes, Phogri, Isopyr, Antsp, Yerray, Yerbey, Vesmur, Urosp, Tyllil, Thycor, Tetpyg, Tetarg, Tadten, Sepsep, Rusnit, Roeroe, Rhihip, Rhifer, Rhieur, Rhasp, Ratnor, Plemac, Pleaus, Pleaur, Plasab, Plaint, Plafal, Plaalb, Plaaff, Pippyg, Pipnat, Pipkuh, piaf, Phofem, Phanan, Phafal, Nycnoc, Nyclei, Nyclas, Myonat, Myomys, MyoGT, Myoema, Myodau, Myogla, Myocap, Myobec, Myoalc, Mussp, Minsch, Mimasp, Micagr, Metbra, mamm, Leppun, Lepbos, Lepalb, Lamsp., Inssp8, Inssp7, Inssp5, Insp12, Insp11, Insp10, Hypsav, gril, Eupsp, Eptser, Eptnil, Epheph, Decalb, Cyrscu, Cympud, criq, Confus, Tetarg, Barfis, Barbar, amph";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000348_000";0.2;2.0;130.0;"noise";0.97;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000511_000";0.2;1.0;127.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000547_000";"0.0";2.1;25.0;"noise";0.81;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000558_000";"0.0";2.7;61.0;"noise";0.93;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000610_000";0.2;0.8;137.0;"noise";0.96;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000646_000";0.2;4.0;120.0;"noise";0.96;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000651_000";"0.0";3.3;27.0;"noise";0.88;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000651_000";0.8;2.9;48.0;"Pippip";0.47;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000728_000";"0.0";2.1;35.0;"noise";0.89;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000728_000";0.6;1.6;46.0;"Pippip";0.55;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000749_000";"0.0";2.8;24.0;"noise";0.83;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000749_000";0.1;1.7;45.0;"Pippip";0.22;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000828_000";"0.0";2.1;80.0;"noise";0.95;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000828_000";1.0;1.9;44.0;"Pippip";0.03;"Yposp, Tetvir, Testes, Phogri, Confus, Antsp";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000830_000";"0.0";0.8;126.0;"noise";0.97;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000844_000";"0.0";3.0;138.0;"noise";0.97;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000855_000";"0.0";5.0;95.0;"noise";0.94;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000855_000";0.9;3.8;46.0;"Pippip";0.73;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000900_000";"0.0";1.0;87.0;"noise";0.95;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000900_000";0.5;0.9;43.0;"Pippip";0.35;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000908_000";"0.0";3.7;89.0;"noise";0.94;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000908_000";0.9;2.6;46.0;"Pippip";0.64;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000916_000";0.5;1.0;143.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_000951_000";0.6;2.1;118.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001001_000";0.3;1.2;141.0;"noise";0.98;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001010_000";"0.0";2.1;96.0;"noise";0.96;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001038_000";1.1;2.1;97.0;"noise";0.96;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001107_000";"0.0";2.5;82.0;"noise";0.86;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001107_000";0.4;2.1;50.0;"Pippip";0.76;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001110_000";"0.0";2.1;59.0;"noise";0.9;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001110_000";0.5;0.8;47.0;"Pippip";0.6;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001127_000";"0.0";4.3;26.0;"noise";0.91;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001132_000";"0.0";2.1;22.0;"noise";0.84;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001132_000";0.3;1.1;46.0;"Pippip";0.43;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001141_000";"0.0";2.7;68.0;"noise";0.93;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001141_000";"0.0";1.4;47.0;"Pippip";0.68;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001144_000";"0.0";3.0;25.0;"noise";0.92;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001144_000";0.5;2.7;47.0;"Pippip";0.08;"Pipkuh";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001148_000";"0.0";4.6;87.0;"noise";0.91;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001148_000";0.7;3.3;47.0;"Pippip";0.38;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001159_000";0.4;1.1;140.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001203_000";0.4;3.0;128.0;"noise";0.94;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001222_000";"0.0";4.7;89.0;"noise";0.91;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001222_000";"0.0";4.2;46.0;"Pippip";0.87;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001222_000";1.1;4.5;23.0;"Tetvir";0.02;"Testes, Plaaff, Phogri, Antsp, Yposp, Yerray, Yerbey, Vesmur, Urosp, Tyllil, Thycor, Tetpyg, Tetarg, Tadten, Sepsep, Rusnit, Roeroe, Rhihip, Rhifer, Rhieur, Rhasp, Ratnor, Plemac, Pleaus, Pleaur, Plasab, Plaint, Plafal, Plaalb, Pippyg, Pipnat, Pipkuh, piaf, Phofem, Phanan, Phafal, Nycnoc, Nyclei, Nyclas, Myonat, Myomys, MyoGT, Myoema, Myodau, Myogla, Myocap, Myobec, Myoalc, Mussp, Minsch, Mimasp, Micagr, Metbra, mamm, Leppun, Lepbos, Lepalb, Lamsp., Isopyr, Inssp8, Inssp7, Inssp5, Insp12, Insp11, Insp10, Hypsav, gril, Eupsp, Eptser, Eptnil, Epheph, Decalb, Cyrscu, Cympud, criq, Confus, Tetarg, Barfis, Barbar, amph";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001227_000";0.2;5.0;135.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001232_000";"0.0";0.9;145.0;"noise";0.95;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001233_000";"0.0";3.3;92.0;"noise";0.94;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001233_000";0.2;2.6;47.0;"Pippip";0.65;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001259_000";"0.0";5.0;134.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001304_000";"0.0";0.1;130.0;"noise";0.94;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001316_000";0.3;1.2;137.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001330_000";0.2;2.1;65.0;"noise";0.93;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001330_000";0.8;1.8;49.0;"Pippip";0.65;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001335_000";0.2;1.1;144.0;"noise";0.99;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001337_000";"0.0";4.5;93.0;"noise";0.95;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001337_000";0.2;4.3;45.0;"Pippip";0.51;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001356_000";"0.0";2.1;70.0;"noise";0.9;"";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001356_000";1.0;1.9;23.0;"Yposp";0.02;"Tetvir, Pippip, Pipkuh, Phogri, Antsp, Yerray, Yerbey, Vesmur, Urosp, Tyllil, Thycor, Tetpyg, Tetarg, Testes, Tadten, Sepsep, Rusnit, Roeroe, Rhihip, Rhifer, Rhieur, Rhasp, Ratnor, Plemac, Pleaus, Pleaur, Plasab, Plaint, Plafal, Plaalb, Plaaff, Pippyg, Pipnat, piaf, Phofem, Phanan, Phafal, Nycnoc, Nyclei, Nyclas, Myonat, Myomys, MyoGT, Myoema, Myodau, Myogla, Myocap, Myobec, Myoalc, Mussp, Minsch, Mimasp, Micagr, Metbra, mamm, Leppun, Lepbos, Lepalb, Lamsp., Isopyr, Inssp8, Inssp7, Inssp5, Insp12, Insp11, Insp10, Hypsav, gril, Eupsp, Eptser, Eptnil, Epheph, Decalb, Cyrscu, Cympud, criq, Confus, Tetarg, Barfis, Barbar, amph";"";"";"";""
"Car791055-2025-Pass1-Z8-VDN-5_20250709_001628_000";0.8;2.1;122.0;"noise";0.99;"";"";"";"";""
